Gene,logFC,p_value,adj_p,ID,Gene symbol,Gene title
223524_s_at,0.2684820569372155,0.0024376361484777,0.0098399865761907,223524_s_at,TMEM108,transmembrane protein 108
220704_at,0.0879853750016939,0.0024379943702018,0.0098405039736168,220704_at,IKZF1,IKAROS family zinc finger 1
233203_at,0.3568937442149287,0.0024385416579824,0.0098419851476021,233203_at,ROPN1,rhophilin associated tail protein 1
1554036_at,-1.1384200970831442,0.002440728282475,0.0098500819971314,1554036_at,ZBTB24,zinc finger and BTB domain containing 24
1555886_at,-0.8523459082279414,0.0024428074855191,0.0098577441591239,1555886_at,PDSS2,"prenyl (decaprenyl) diphosphate synthase, subunit 2"
209973_at,0.0924148020113131,0.0024431178899495,0.009858267877832,209973_at,NFKBIL1,NFKB inhibitor like 1
230992_at,-0.5300131221334832,0.0024454645457113,0.0098670074251778,230992_at,BTNL9,butyrophilin like 9
212343_at,-1.0179089383857445,0.002445777803463,0.0098675418934955,212343_at,YIPF6,Yip1 domain family member 6
209409_at,0.7846154022624425,0.0024469233015517,0.0098707041297407,209409_at,GRB10,growth factor receptor bound protein 10
233080_s_at,0.5962199751470596,0.0024467614764388,0.0098707041297407,233080_s_at,PRPF40A,pre-mRNA processing factor 40 homolog A
229798_s_at,-0.5941328064881226,0.002447425153621,0.0098719989253923,229798_s_at,BRI3,brain protein I3
207832_at,0.0746081846826873,0.00244933985193,0.0098789920025486,207832_at,BAIAP2,BAI1 associated protein 2
225827_at,0.6065671273863114,0.0024497766259253,0.0098800235325779,225827_at,AGO2,"argonaute 2, RISC catalytic component"
209500_x_at,0.6094416510367662,0.0024515206288142,0.0098863266144564,209500_x_at,TNFSF12-TNFSF13///TNFSF13,TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13
218522_s_at,0.8436840887381232,0.002451908432392,0.0098871599801644,218522_s_at,MAP1S,microtubule associated protein 1S
202047_s_at,0.4036533489632354,0.0024526744613404,0.0098895182790705,202047_s_at,CBX6,chromobox 6
211767_at,0.0781906544134591,0.002452870523625,0.0098895782159218,211767_at,GINS4,GINS complex subunit 4
225069_at,-0.4425268174960415,0.0024532151700949,0.0098902371671303,225069_at,PCYT1A,"phosphate cytidylyltransferase 1, choline, alpha"
209675_s_at,0.3208463887641368,0.0024536567530182,0.0098912867954046,209675_s_at,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
225228_at,-1.1669475984298625,0.0024551996953062,0.0098967757880441,225228_at,DRAM2,DNA damage regulated autophagy modulator 2
225505_s_at,0.3972163679321268,0.0024557485781683,0.0098982572666605,225505_s_at,PCED1A,PC-esterase domain containing 1A
215175_at,0.3414910000028297,0.0024562617095172,0.0098995944353672,215175_at,PCNX1,pecanex homolog 1 (Drosophila)
204453_at,0.4629035318043009,0.0024567194161539,0.0099007080421079,204453_at,ZNF84,zinc finger protein 84
217289_s_at,0.1717967302794152,0.0024578971150233,0.009904722876614,217289_s_at,SLC37A4,solute carrier family 37 member 4
243002_at,0.3158306263048667,0.0024589275734726,0.0099081438193106,243002_at,,
232835_at,0.7077843911662915,0.0024604325722854,0.0099134762559253,232835_at,,
204286_s_at,1.1566975556069,0.0024613784993603,0.009916555482143,204286_s_at,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
236316_at,0.5722441203535062,0.002461837249331,0.0099176716291142,236316_at,FAM3C,family with sequence similarity 3 member C
223044_at,-0.7298721534219457,0.0024641743533228,0.00992635412429,223044_at,SLC40A1,solute carrier family 40 member 1
204772_s_at,-0.6189315512946854,0.0024664244587488,0.0099346849102621,204772_s_at,TTF1,transcription termination factor 1
1552798_a_at,-0.8958464341798673,0.0024676185805083,0.0099387613095391,1552798_a_at,TLR4,toll like receptor 4
222555_s_at,-0.7911473001753393,0.0024699905075717,0.0099475805720748,222555_s_at,MRPL44,mitochondrial ribosomal protein L44
62212_at,-0.673840831363119,0.0024739603667433,0.0099628335317999,62212_at,LOC100129924///C1orf50,uncharacterized LOC100129924///chromosome 1 open reading frame 50
238220_at,0.3266341770837098,0.0024743155261347,0.0099635286336805,238220_at,KDM6A,lysine demethylase 6A
201907_x_at,0.311244822662327,0.0024745460543587,0.0099637218075134,201907_x_at,DVL3,dishevelled segment polarity protein 3
231232_at,0.1338621443274896,0.0024761190507976,0.0099689189889277,231232_at,LOC100506125,uncharacterized LOC100506125
215710_at,0.040761017531115,0.0024762021058079,0.0099689189889277,215710_at,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
203633_at,0.4473956917720612,0.0024766236846345,0.0099698808145499,203633_at,CPT1A,carnitine palmitoyltransferase 1A
208128_x_at,-0.5515595351934355,0.0024812538504927,0.0099874941884329,208128_x_at,KIF25,kinesin family member 25
216740_at,0.0614274458190013,0.0024814960427614,0.0099874941884329,216740_at,,
220215_at,0.5695529361787317,0.00248154800728,0.0099874941884329,220215_at,ZNF669,zinc finger protein 669
200048_s_at,0.3813524019587042,0.0024826052685997,0.0099910126054348,200048_s_at,JTB,jumping translocation breakpoint
216800_at,0.0569527546419648,0.0024893677591131,0.0100174889718081,216800_at,,
228837_at,-0.435488407327484,0.0024915811937742,0.0100256568840317,228837_at,TCF4,transcription factor 4
214829_at,-0.8993706522607452,0.0024922999344379,0.0100278096661768,214829_at,AASS,aminoadipate-semialdehyde synthase
230448_at,0.4483276918337076,0.0024930693989288,0.0100301662040495,230448_at,SLC38A10,solute carrier family 38 member 10
229740_at,0.2641555167386862,0.0025009464334814,0.010061115603522,229740_at,SMIM5,small integral membrane protein 5
219831_at,-0.5119115262319003,0.0025015739604856,0.0100628983777524,219831_at,CDKL3,cyclin dependent kinase like 3
1557119_a_at,-0.5589589962884616,0.0025045252786347,0.0100740279447716,1557119_a_at,ZNF575,zinc finger protein 575
213434_at,-0.5906405242239794,0.0025064256072696,0.0100809287560183,213434_at,STX2,syntaxin 2
231361_at,-0.685379786380095,0.0025080809876648,0.0100868434327433,231361_at,NLGN1,neuroligin 1
228362_s_at,0.1267763404423059,0.0025115536834798,0.0101000654649752,228362_s_at,FAM26F,family with sequence similarity 26 member F
210404_x_at,0.3706931532251105,0.0025119219917897,0.0101008023568772,210404_x_at,CAMK2B,calcium/calmodulin dependent protein kinase II beta
212832_s_at,0.7182866944225159,0.0025125789775286,0.0101026998684642,212832_s_at,CKAP5,cytoskeleton associated protein 5
237166_at,0.1730054004790755,0.0025130389415135,0.0101038049641893,237166_at,,
232347_x_at,1.0659923042262405,0.0025144633819007,0.0101087873394785,232347_x_at,,
1553968_a_at,0.0793896934824682,0.0025166005879759,0.0101166342705411,1553968_a_at,ADAT3,"adenosine deaminase, tRNA specific 3"
232869_at,0.0861653124281676,0.0025177605896878,0.0101205520124152,232869_at,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
222020_s_at,-0.9452539173438916,0.0025185674055727,0.0101230495933982,222020_s_at,LOC102725271///NTM,neurotrimin-like///neurotrimin
210815_s_at,-0.761627845341069,0.0025189888486137,0.0101233868257561,210815_s_at,CALCRL,calcitonin receptor like receptor
233224_at,0.862509927251697,0.0025190222701147,0.0101233868257561,233224_at,,
211059_s_at,0.4617675819864253,0.0025211480223533,0.0101311837661628,211059_s_at,GOLGA2,golgin A2
203894_at,-0.8027396291962647,0.0025231134202758,0.0101383352252989,203894_at,TUBG2,tubulin gamma 2
202734_at,-0.7174985755254513,0.0025234776679921,0.0101390523882025,202734_at,TRIP10,thyroid hormone receptor interactor 10
226319_s_at,0.7903866552188914,0.0025241680420735,0.0101410796885043,226319_s_at,ALYREF,Aly/REF export factor
230200_at,1.2445897655277154,0.002526511457582,0.0101497474490923,230200_at,NSUN6,NOP2/Sun RNA methyltransferase family member 6
216035_x_at,-1.4074503219717194,0.0025289295677011,0.0101587139821566,216035_x_at,TCF7L2,transcription factor 7 like 2
221596_s_at,-0.7364682208716058,0.0025325701751435,0.0101718410176731,221596_s_at,RBM48,RNA binding motif protein 48
225668_at,0.4259251069293013,0.0025324079302623,0.0101718410176731,225668_at,FAM173B,family with sequence similarity 173 member B
241277_x_at,0.0595388967714893,0.0025355065689918,0.0101828854325979,241277_x_at,ZNF837,zinc finger protein 837
230243_at,-0.6815282526091604,0.0025390575947346,0.0101963964728882,230243_at,TRMT10A,tRNA methyltransferase 10A
1557409_at,0.6105408956521492,0.0025437600476751,0.0102145291084508,1557409_at,,
208071_s_at,-0.9536506669287332,0.002544367679362,0.0102162174333774,208071_s_at,LAIR1,leukocyte associated immunoglobulin like receptor 1
239533_at,-0.5612529628455887,0.0025451475339666,0.0102185969733976,239533_at,GPR155,G protein-coupled receptor 155
232813_s_at,0.0191090689326878,0.0025458544921425,0.0102206835106028,232813_s_at,GOLGA6D///GOLGA6C///GOLGA6A///GOLGA6B,golgin A6 family member D///golgin A6 family member C///golgin A6 family member A///golgin A6 family member B
207076_s_at,-1.6087107440005646,0.0025462293265546,0.0102214364823495,207076_s_at,ASS1,argininosuccinate synthase 1
201930_at,0.516618704949094,0.0025479218869013,0.0102274787574602,201930_at,MCM6,minichromosome maintenance complex component 6
210007_s_at,0.4548630205695718,0.0025488419985525,0.0102304197263568,210007_s_at,GPD2,glycerol-3-phosphate dehydrogenase 2
202007_at,-1.699547152303734,0.0025493183931723,0.0102315794235571,202007_at,NID1,nidogen 1
225653_at,0.1050152212590553,0.0025509116426449,0.0102372210694058,225653_at,TGFBRAP1,transforming growth factor beta receptor associated protein 1
240776_at,0.2127619019134581,0.0025541130733352,0.0102493153025191,240776_at,,
237189_at,0.8007486843783931,0.0025544318292721,0.0102498408182504,237189_at,HOXB-AS1,HOXB cluster antisense RNA 1
225840_at,-1.150075970794684,0.0025547125629587,0.0102502137009279,225840_at,TEF,"TEF, PAR bZIP transcription factor"
209368_at,-0.9820297055904978,0.0025564608804032,0.010255720572696,209368_at,EPHX2,epoxide hydrolase 2
244019_at,0.4356438047460402,0.0025564322987144,0.010255720572696,244019_at,,
201893_x_at,-2.376546926357461,0.0025594814234436,0.0102670833904255,201893_x_at,DCN,decorin
216197_at,0.1306588603687792,0.0025632223369103,0.0102813340138333,216197_at,,
203357_s_at,-0.793742284126695,0.002564021257593,0.0102837827908709,203357_s_at,CAPN7,calpain 7
224868_at,0.3444837765316753,0.002570333755787,0.0103083434533839,224868_at,ZDHHC5,zinc finger DHHC-type containing 5
215224_at,0.3400258411775976,0.0025725892640993,0.0103166311128053,215224_at,SNORA21,"small nucleolar RNA, H/ACA box 21"
244808_at,0.3157859438433248,0.00257371576267,0.0103196321342028,244808_at,GRAMD1A,GRAM domain containing 1A
1552510_at,0.0284605187398225,0.0025735727593326,0.0103196321342028,1552510_at,SLC34A3,solute carrier family 34 member 3
223066_at,-0.7364053055333653,0.0025740628840245,0.0103202657861733,223066_at,SNAPIN,SNAP associated protein
244475_at,0.6678024795525985,0.0025742683125924,0.0103203312937403,244475_at,,
1557688_at,0.2775070620328073,0.002576403872767,0.0103273756589124,1557688_at,,
230987_at,0.6454446997364238,0.0025763389446816,0.0103273756589124,230987_at,,
205546_s_at,0.7077662873376678,0.002577402204673,0.0103306187066792,205546_s_at,TYK2,tyrosine kinase 2
227582_at,0.6759709967302054,0.0025777668893145,0.0103313217103757,227582_at,KLHDC9,kelch domain containing 9
225795_at,-0.6451906978286175,0.0025784895823431,0.0103334593519868,225795_at,SMDT1,single-pass membrane protein with aspartate rich tail 1
209964_s_at,0.4066020079326913,0.0025794765695999,0.0103366557776942,209964_s_at,ATXN7,ataxin 7
1555495_a_at,-0.5748732219281703,0.0025796837087311,0.0103367269024915,1555495_a_at,CWC27,CWC27 spliceosome associated protein homolog
1552825_at,0.2103656069728505,0.0025839285055327,0.010352975620575,1552825_at,ZNF396,zinc finger protein 396
1569813_at,0.0824490548557665,0.0025849013721823,0.0103561133371753,1569813_at,STRN,striatin
211519_s_at,0.2401545865520327,0.0025878488568024,0.0103664002022329,211519_s_at,KIF2C,kinesin family member 2C
219435_at,0.2772800865967229,0.0025877853779189,0.0103664002022329,219435_at,CTC1,CTS telomere maintenance complex component 1
203885_at,-0.6146447493789609,0.0025888564568937,0.0103689144023486,203885_at,RAB21,"RAB21, member RAS oncogene family"
228448_at,-0.309938015334843,0.0025887561556761,0.0103689144023486,228448_at,MAP6,microtubule associated protein 6
232499_at,0.1037859781176457,0.0025910555010027,0.0103769605363391,232499_at,ITPKB,inositol-trisphosphate 3-kinase B
217672_x_at,-0.641053997865388,0.0025917096465455,0.0103788187540399,217672_x_at,EIF1,eukaryotic translation initiation factor 1
222192_s_at,-1.0001793753410628,0.002595150724331,0.0103918364918023,222192_s_at,LDAH,lipid droplet associated hydrolase
210870_s_at,-0.477978947199658,0.0025961789465139,0.0103944286034174,210870_s_at,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)"
244754_at,0.0910715024213844,0.0025961191246334,0.0103944286034174,244754_at,,
208835_s_at,1.096800892630096,0.002597421341541,0.0103971147341378,208835_s_at,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
223655_at,-0.6969481352992117,0.0025974102997274,0.0103971147341378,223655_at,CD163L1,CD163 molecule like 1
202686_s_at,-1.2824653903320122,0.0025973233619748,0.0103971147341378,202686_s_at,AXL,AXL receptor tyrosine kinase
235589_s_at,0.9660389716374436,0.0025979751247833,0.0103985688131087,235589_s_at,,
241958_at,0.3428681581012438,0.0025996437630635,0.010404484633295,241958_at,,
221827_at,0.4945685423687793,0.0026010237972552,0.0104092445982104,221827_at,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
202266_at,-0.6863817069044149,0.0026015724787123,0.0104106770522501,202266_at,TDP2,tyrosyl-DNA phosphodiesterase 2
214758_at,0.4290578506640274,0.0026022817532423,0.0104127518922443,214758_at,DCAF4,DDB1 and CUL4 associated factor 4
233917_s_at,0.163323047139138,0.0026027158296163,0.0104137253327929,233917_s_at,MOV10,Mov10 RISC complex RNA helicase
241033_at,0.1362684768325803,0.0026049489895059,0.0104218964153529,241033_at,,
233064_at,0.3464037894315654,0.002605211982646,0.0104221846222122,233064_at,ZFR2,zinc finger RNA binding protein 2
215545_at,0.5460425110661786,0.0026076145984044,0.0104310317477509,215545_at,,
1554206_at,-0.7800549658320111,0.0026079406342745,0.010431571409166,1554206_at,TMLHE,"trimethyllysine hydroxylase, epsilon"
1560853_x_at,-0.8645341479021531,0.002608648784221,0.0104336393077826,1560853_x_at,ZNF826P,"zinc finger protein 826, pseudogene"
208499_s_at,0.475258431450225,0.0026113347703436,0.0104436169436935,208499_s_at,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3
223657_at,0.1785323933438927,0.0026116272842342,0.0104440215083689,223657_at,FAM167B,family with sequence similarity 167 member B
230661_at,0.8312025139044126,0.0026121070159858,0.0104444094377649,230661_at,LOC286191,uncharacterized LOC286191
234731_at,0.5019640786193396,0.0026120551644311,0.0104444094377649,234731_at,,
216560_x_at,0.7309702090576895,0.0026169159257858,0.010462871167934,216560_x_at,IGLC1,immunoglobulin lambda constant 1
208319_s_at,-0.6432813175650427,0.0026171869124452,0.0104631881405178,208319_s_at,RBM3,"RNA binding motif (RNP1, RRM) protein 3"
241563_at,0.1601164073631218,0.0026198210160226,0.0104729518225664,241563_at,,
221809_at,0.5731315345113108,0.0026202504001696,0.0104739011711484,221809_at,RANBP10,RAN binding protein 10
238990_x_at,-0.583989548053164,0.0026210052902815,0.010475384280776,238990_x_at,TRIM61,tripartite motif containing 61
243945_at,0.0649469125978479,0.0026209480756926,0.010475384280776,243945_at,TRIM2,tripartite motif containing 2
224936_at,-0.5017920585294107,0.0026216584715932,0.0104767483228003,224936_at,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma
239536_at,0.1814602733043004,0.0026217304932814,0.0104767483228003,239536_at,,
225583_at,0.9307539190871036,0.002622179872473,0.0104777769426538,225583_at,UXS1,UDP-glucuronate decarboxylase 1
227444_at,0.3141435698263577,0.0026236451276986,0.0104828643795507,227444_at,ARMCX4,"armadillo repeat containing, X-linked 4"
40687_at,-0.8120316232952502,0.0026245755788524,0.010485750221919,40687_at,GJA4,gap junction protein alpha 4
204531_s_at,0.3566342971527136,0.002624751635828,0.010485750221919,204531_s_at,BRCA1,"BRCA1, DNA repair associated"
203973_s_at,-1.3474258869949125,0.0026254145783252,0.0104876309939554,203973_s_at,CEBPD,CCAAT/enhancer binding protein delta
231319_x_at,0.7896015869185513,0.0026262085851167,0.0104900350093008,231319_x_at,KIF9,kinesin family member 9
219181_at,0.2644197339010143,0.002628355408048,0.0104978419184674,219181_at,LIPG,"lipase G, endothelial type"
235549_at,0.2353167505984177,0.0026308050702719,0.010506857158669,235549_at,RNF144B,ring finger protein 144B
235089_at,0.6760971153789592,0.0026332731856319,0.0105159447719768,235089_at,FBXL20,F-box and leucine rich repeat protein 20
1568554_x_at,0.043890913351241,0.0026341404284891,0.0105167140755604,1568554_x_at,,
223564_s_at,0.1482626468150467,0.0026342365768333,0.0105167140755604,223564_s_at,GNB1L,G protein subunit beta 1 like
209119_x_at,0.4562873509185525,0.0026338780930346,0.0105167140755604,209119_x_at,NR2F2,nuclear receptor subfamily 2 group F member 2
